Abbreviation,TeamName,Position,GridPosition,Points,Race,Year,Rainfall,AirTemp,TrackTemp,StandingPoints,HomeRace,QualiPosition
NOR,McLaren,15.0,6.0,0.0,Hungarian Grand Prix,2021,1,27.2,37.8,113.0,0,6.0
BOT,Mercedes,16.0,2.0,0.0,Hungarian Grand Prix,2021,1,27.2,37.8,107.0,0,2.0
PER,Red Bull Racing,17.0,4.0,0.0,Hungarian Grand Prix,2021,1,27.2,37.8,104.0,0,4.0
LEC,Ferrari,18.0,7.0,0.0,Hungarian Grand Prix,2021,1,27.2,37.8,80.0,0,7.0
STR,Aston Martin,19.0,12.0,0.0,Hungarian Grand Prix,2021,1,27.2,37.8,18.0,0,12.0
VET,Aston Martin,20.0,10.0,0.0,Hungarian Grand Prix,2021,1,27.2,37.8,30.0,0,10.0
VER,Red Bull Racing,1.0,1.0,12.5,Belgian Grand Prix,2021,1,13.0,15.3,184.0,0,1.0
RUS,Williams,2.0,2.0,9.0,Belgian Grand Prix,2021,1,13.0,15.3,4.0,0,2.0
HAM,Mercedes,3.0,3.0,7.5,Belgian Grand Prix,2021,1,13.0,15.3,193.0,0,3.0
RIC,McLaren,4.0,4.0,6.0,Belgian Grand Prix,2021,1,13.0,15.3,50.0,0,4.0
VET,Aston Martin,5.0,5.0,5.0,Belgian Grand Prix,2021,1,13.0,15.3,30.0,0,5.0
GAS,AlphaTauri,6.0,6.0,4.0,Belgian Grand Prix,2021,1,13.0,15.3,50.0,0,6.0
OCO,Alpine,7.0,8.0,3.0,Belgian Grand Prix,2021,1,13.0,15.3,39.0,0,9.0
LEC,Ferrari,8.0,9.0,2.0,Belgian Grand Prix,2021,1,13.0,15.3,80.0,0,11.0
LAT,Williams,9.0,10.0,1.0,Belgian Grand Prix,2021,1,13.0,15.3,6.0,0,12.0
SAI,Ferrari,10.0,11.0,0.5,Belgian Grand Prix,2021,1,13.0,15.3,83.0,0,13.0
ALO,Alpine,11.0,12.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,38.0,0,14.0
BOT,Mercedes,12.0,13.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,107.0,0,8.0
GIO,Alfa Romeo Racing,13.0,14.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,1.0,0,16.0
NOR,McLaren,14.0,15.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,113.0,0,10.0
TSU,AlphaTauri,15.0,16.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,18.0,0,17.0
MSC,Haas F1 Team,16.0,17.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,0.0,0,18.0
MAZ,Haas F1 Team,17.0,18.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,0.0,0,20.0
RAI,Alfa Romeo Racing,18.0,0.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,2.0,0,19.0
PER,Red Bull Racing,19.0,0.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,104.0,0,7.0
STR,Aston Martin,20.0,19.0,0.0,Belgian Grand Prix,2021,1,13.0,15.3,18.0,0,15.0
VER,Red Bull Racing,1.0,1.0,25.0,Dutch Grand Prix,2021,0,21.5,36.1,196.5,1,1.0
HAM,Mercedes,2.0,2.0,19.0,Dutch Grand Prix,2021,0,21.5,36.1,200.5,0,2.0
BOT,Mercedes,3.0,3.0,15.0,Dutch Grand Prix,2021,0,21.5,36.1,107.0,0,3.0
GAS,AlphaTauri,4.0,4.0,12.0,Dutch Grand Prix,2021,0,21.5,36.1,54.0,0,4.0
LEC,Ferrari,5.0,5.0,10.0,Dutch Grand Prix,2021,0,21.5,36.1,82.0,0,5.0
ALO,Alpine,6.0,9.0,8.0,Dutch Grand Prix,2021,0,21.5,36.1,38.0,0,9.0
SAI,Ferrari,7.0,6.0,6.0,Dutch Grand Prix,2021,0,21.5,36.1,83.5,0,6.0
PER,Red Bull Racing,8.0,0.0,4.0,Dutch Grand Prix,2021,0,21.5,36.1,104.0,0,16.0
OCO,Alpine,9.0,8.0,2.0,Dutch Grand Prix,2021,0,21.5,36.1,42.0,0,8.0
NOR,McLaren,10.0,13.0,1.0,Dutch Grand Prix,2021,0,21.5,36.1,113.0,0,13.0
RIC,McLaren,11.0,10.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,56.0,0,10.0
STR,Aston Martin,12.0,12.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,18.0,0,12.0
VET,Aston Martin,13.0,15.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,35.0,0,17.0
GIO,Alfa Romeo Racing,14.0,7.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,1.0,0,7.0
KUB,Alfa Romeo Racing,15.0,16.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,0.0,0,18.0
LAT,Williams,16.0,0.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,7.0,0,14.0
RUS,Williams,17.0,11.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,13.0,0,11.0
MSC,Haas F1 Team,18.0,17.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,0.0,0,19.0
TSU,AlphaTauri,19.0,14.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,18.0,0,15.0
MAZ,Haas F1 Team,20.0,18.0,0.0,Dutch Grand Prix,2021,0,21.5,36.1,0.0,0,20.0
RIC,McLaren,1.0,2.0,26.0,Italian Grand Prix,2021,0,28.9,43.5,56.0,0,5.0
NOR,McLaren,2.0,3.0,18.0,Italian Grand Prix,2021,0,28.9,43.5,114.0,0,4.0
BOT,Mercedes,3.0,19.0,15.0,Italian Grand Prix,2021,0,28.9,43.5,122.0,0,1.0
LEC,Ferrari,4.0,5.0,12.0,Italian Grand Prix,2021,0,28.9,43.5,92.0,0,8.0
PER,Red Bull Racing,5.0,8.0,10.0,Italian Grand Prix,2021,0,28.9,43.5,108.0,0,9.0
SAI,Ferrari,6.0,6.0,8.0,Italian Grand Prix,2021,0,28.9,43.5,89.5,0,7.0
STR,Aston Martin,7.0,9.0,6.0,Italian Grand Prix,2021,0,28.9,43.5,18.0,0,12.0
ALO,Alpine,8.0,10.0,4.0,Italian Grand Prix,2021,0,28.9,43.5,46.0,0,13.0
RUS,Williams,9.0,14.0,2.0,Italian Grand Prix,2021,0,28.9,43.5,13.0,0,15.0
OCO,Alpine,10.0,12.0,1.0,Italian Grand Prix,2021,0,28.9,43.5,44.0,0,14.0
LAT,Williams,11.0,13.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,7.0,0,16.0
VET,Aston Martin,12.0,11.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,35.0,0,11.0
GIO,Alfa Romeo Racing,13.0,7.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,1.0,0,10.0
KUB,Alfa Romeo Racing,14.0,17.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,0.0,0,19.0
MSC,Haas F1 Team,15.0,18.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,0.0,0,18.0
MAZ,Haas F1 Team,16.0,16.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,0.0,0,20.0
HAM,Mercedes,17.0,4.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,219.5,0,2.0
VER,Red Bull Racing,18.0,1.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,221.5,0,3.0
GAS,AlphaTauri,19.0,0.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,66.0,0,6.0
TSU,AlphaTauri,20.0,0.0,0.0,Italian Grand Prix,2021,0,28.9,43.5,18.0,0,17.0
HAM,Mercedes,1.0,4.0,25.0,Russian Grand Prix,2021,1,19.1,21.8,219.5,0,4.0
VER,Red Bull Racing,2.0,20.0,18.0,Russian Grand Prix,2021,1,19.1,21.8,221.5,0,20.0
SAI,Ferrari,3.0,2.0,15.0,Russian Grand Prix,2021,1,19.1,21.8,97.5,0,2.0
RIC,McLaren,4.0,5.0,12.0,Russian Grand Prix,2021,1,19.1,21.8,82.0,0,5.0
BOT,Mercedes,5.0,16.0,10.0,Russian Grand Prix,2021,1,19.1,21.8,137.0,0,7.0
ALO,Alpine,6.0,6.0,8.0,Russian Grand Prix,2021,1,19.1,21.8,50.0,0,6.0
NOR,McLaren,7.0,1.0,7.0,Russian Grand Prix,2021,1,19.1,21.8,132.0,0,1.0
RAI,Alfa Romeo Racing,8.0,13.0,4.0,Russian Grand Prix,2021,1,19.1,21.8,2.0,0,16.0
PER,Red Bull Racing,9.0,8.0,2.0,Russian Grand Prix,2021,1,19.1,21.8,118.0,0,9.0
RUS,Williams,10.0,3.0,1.0,Russian Grand Prix,2021,1,19.1,21.8,15.0,0,3.0
STR,Aston Martin,11.0,7.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,24.0,0,8.0
VET,Aston Martin,12.0,10.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,35.0,0,11.0
GAS,AlphaTauri,13.0,11.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,66.0,0,12.0
OCO,Alpine,14.0,9.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,45.0,0,10.0
LEC,Ferrari,15.0,19.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,104.0,0,15.0
GIO,Alfa Romeo Racing,16.0,17.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,1.0,0,18.0
TSU,AlphaTauri,17.0,12.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,18.0,0,13.0
MAZ,Haas F1 Team,18.0,15.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,0.0,0,19.0
LAT,Williams,19.0,18.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,7.0,0,14.0
MSC,Haas F1 Team,20.0,14.0,0.0,Russian Grand Prix,2021,1,19.1,21.8,0.0,0,17.0
BOT,Mercedes,1.0,1.0,26.0,Turkish Grand Prix,2021,0,15.8,18.2,147.0,0,2.0
VER,Red Bull Racing,2.0,2.0,18.0,Turkish Grand Prix,2021,0,15.8,18.2,239.5,0,3.0
PER,Red Bull Racing,3.0,6.0,15.0,Turkish Grand Prix,2021,0,15.8,18.2,120.0,0,7.0
LEC,Ferrari,4.0,3.0,12.0,Turkish Grand Prix,2021,0,15.8,18.2,104.0,0,4.0
HAM,Mercedes,5.0,11.0,10.0,Turkish Grand Prix,2021,0,15.8,18.2,244.5,0,1.0
GAS,AlphaTauri,6.0,4.0,8.0,Turkish Grand Prix,2021,0,15.8,18.2,66.0,0,5.0
NOR,McLaren,7.0,7.0,6.0,Turkish Grand Prix,2021,0,15.8,18.2,139.0,0,8.0
SAI,Ferrari,8.0,19.0,4.0,Turkish Grand Prix,2021,0,15.8,18.2,112.5,0,15.0
STR,Aston Martin,9.0,8.0,2.0,Turkish Grand Prix,2021,0,15.8,18.2,24.0,0,9.0
OCO,Alpine,10.0,12.0,1.0,Turkish Grand Prix,2021,0,15.8,18.2,45.0,0,12.0
GIO,Alfa Romeo Racing,11.0,16.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,1.0,0,18.0
RAI,Alfa Romeo Racing,12.0,17.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,6.0,0,19.0
RIC,McLaren,13.0,20.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,94.0,0,16.0
TSU,AlphaTauri,14.0,9.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,18.0,0,10.0
RUS,Williams,15.0,13.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,16.0,0,13.0
ALO,Alpine,16.0,5.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,58.0,0,6.0
LAT,Williams,17.0,15.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,7.0,0,17.0
VET,Aston Martin,18.0,10.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,35.0,0,11.0
MSC,Haas F1 Team,19.0,14.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,0.0,0,14.0
MAZ,Haas F1 Team,20.0,18.0,0.0,Turkish Grand Prix,2021,0,15.8,18.2,0.0,0,20.0
VER,Red Bull Racing,1.0,1.0,25.0,United States Grand Prix,2021,0,28.1,37.5,257.5,0,1.0
HAM,Mercedes,2.0,2.0,19.0,United States Grand Prix,2021,0,28.1,37.5,254.5,0,2.0
PER,Red Bull Racing,3.0,3.0,15.0,United States Grand Prix,2021,0,28.1,37.5,135.0,0,3.0
LEC,Ferrari,4.0,4.0,12.0,United States Grand Prix,2021,0,28.1,37.5,116.0,0,5.0
RIC,McLaren,5.0,6.0,10.0,United States Grand Prix,2021,0,28.1,37.5,94.0,0,7.0
BOT,Mercedes,6.0,9.0,8.0,United States Grand Prix,2021,0,28.1,37.5,173.0,0,4.0
SAI,Ferrari,7.0,5.0,6.0,United States Grand Prix,2021,0,28.1,37.5,116.5,0,6.0
NOR,McLaren,8.0,7.0,4.0,United States Grand Prix,2021,0,28.1,37.5,145.0,0,8.0
TSU,AlphaTauri,9.0,10.0,2.0,United States Grand Prix,2021,0,28.1,37.5,18.0,0,10.0
VET,Aston Martin,10.0,18.0,1.0,United States Grand Prix,2021,0,28.1,37.5,35.0,0,12.0
GIO,Alfa Romeo Racing,11.0,12.0,0.0,United States Grand Prix,2021,0,28.1,37.5,1.0,0,13.0
STR,Aston Martin,12.0,13.0,0.0,United States Grand Prix,2021,0,28.1,37.5,26.0,0,16.0
RAI,Alfa Romeo Racing,13.0,15.0,0.0,United States Grand Prix,2021,0,28.1,37.5,6.0,0,18.0
RUS,Williams,14.0,20.0,0.0,United States Grand Prix,2021,0,28.1,37.5,16.0,0,15.0
LAT,Williams,15.0,14.0,0.0,United States Grand Prix,2021,0,28.1,37.5,7.0,0,17.0
MSC,Haas F1 Team,16.0,16.0,0.0,United States Grand Prix,2021,0,28.1,37.5,0.0,0,19.0
MAZ,Haas F1 Team,17.0,17.0,0.0,United States Grand Prix,2021,0,28.1,37.5,0.0,0,20.0
ALO,Alpine,18.0,19.0,0.0,United States Grand Prix,2021,0,28.1,37.5,58.0,0,14.0
OCO,Alpine,19.0,11.0,0.0,United States Grand Prix,2021,0,28.1,37.5,46.0,0,11.0
GAS,AlphaTauri,20.0,8.0,0.0,United States Grand Prix,2021,0,28.1,37.5,74.0,0,9.0
VER,Red Bull Racing,1.0,3.0,25.0,Mexico City Grand Prix,2021,0,21.2,47.6,282.5,0,3.0
HAM,Mercedes,2.0,2.0,18.0,Mexico City Grand Prix,2021,0,21.2,47.6,273.5,0,2.0
PER,Red Bull Racing,3.0,4.0,15.0,Mexico City Grand Prix,2021,0,21.2,47.6,150.0,1,4.0
GAS,AlphaTauri,4.0,5.0,12.0,Mexico City Grand Prix,2021,0,21.2,47.6,74.0,0,5.0
LEC,Ferrari,5.0,8.0,10.0,Mexico City Grand Prix,2021,0,21.2,47.6,128.0,0,8.0
SAI,Ferrari,6.0,6.0,8.0,Mexico City Grand Prix,2021,0,21.2,47.6,122.5,0,6.0
VET,Aston Martin,7.0,9.0,6.0,Mexico City Grand Prix,2021,0,21.2,47.6,36.0,0,11.0
RAI,Alfa Romeo Racing,8.0,10.0,4.0,Mexico City Grand Prix,2021,0,21.2,47.6,6.0,0,12.0
ALO,Alpine,9.0,12.0,2.0,Mexico City Grand Prix,2021,0,21.2,47.6,58.0,0,16.0
NOR,McLaren,10.0,18.0,1.0,Mexico City Grand Prix,2021,0,21.2,47.6,149.0,0,10.0
GIO,Alfa Romeo Racing,11.0,11.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,1.0,0,14.0
RIC,McLaren,12.0,7.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,104.0,0,7.0
OCO,Alpine,13.0,19.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,46.0,0,15.0
STR,Aston Martin,14.0,20.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,26.0,0,20.0
BOT,Mercedes,15.0,1.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,181.0,0,1.0
RUS,Williams,16.0,16.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,16.0,0,13.0
LAT,Williams,17.0,13.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,7.0,0,17.0
MAZ,Haas F1 Team,18.0,15.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,0.0,0,19.0
MSC,Haas F1 Team,19.0,14.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,0.0,0,18.0
TSU,AlphaTauri,20.0,17.0,0.0,Mexico City Grand Prix,2021,0,21.2,47.6,20.0,0,9.0
HAM,Mercedes,1.0,10.0,25.0,Brazilian Grand Prix,2021,0,23.1,51.6,291.5,0,1.0
VER,Red Bull Racing,2.0,2.0,18.0,Brazilian Grand Prix,2021,0,23.1,51.6,307.5,0,2.0
BOT,Mercedes,3.0,1.0,15.0,Brazilian Grand Prix,2021,0,23.1,51.6,181.0,0,3.0
PER,Red Bull Racing,4.0,4.0,13.0,Brazilian Grand Prix,2021,0,23.1,51.6,165.0,0,4.0
LEC,Ferrari,5.0,6.0,10.0,Brazilian Grand Prix,2021,0,23.1,51.6,138.0,0,7.0
SAI,Ferrari,6.0,3.0,8.0,Brazilian Grand Prix,2021,0,23.1,51.6,130.5,0,6.0
GAS,AlphaTauri,7.0,7.0,6.0,Brazilian Grand Prix,2021,0,23.1,51.6,86.0,0,5.0
OCO,Alpine,8.0,8.0,4.0,Brazilian Grand Prix,2021,0,23.1,51.6,46.0,0,11.0
ALO,Alpine,9.0,12.0,2.0,Brazilian Grand Prix,2021,0,23.1,51.6,60.0,0,10.0
NOR,McLaren,10.0,5.0,1.0,Brazilian Grand Prix,2021,0,23.1,51.6,150.0,0,8.0
VET,Aston Martin,11.0,9.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,42.0,0,12.0
RAI,Alfa Romeo Racing,12.0,0.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,10.0,0,14.0
RUS,Williams,13.0,17.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,16.0,0,18.0
GIO,Alfa Romeo Racing,14.0,13.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,1.0,0,15.0
TSU,AlphaTauri,15.0,15.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,20.0,0,13.0
LAT,Williams,16.0,16.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,7.0,0,17.0
MAZ,Haas F1 Team,17.0,19.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,0.0,0,20.0
MSC,Haas F1 Team,18.0,18.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,0.0,0,19.0
RIC,McLaren,19.0,11.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,104.0,0,9.0
STR,Aston Martin,20.0,14.0,0.0,Brazilian Grand Prix,2021,0,23.1,51.6,26.0,0,16.0
HAM,Mercedes,1.0,1.0,25.0,Qatar Grand Prix,2021,1,26.4,30.6,316.5,0,1.0
VER,Red Bull Racing,2.0,7.0,19.0,Qatar Grand Prix,2021,1,26.4,30.6,325.5,0,2.0
ALO,Alpine,3.0,3.0,15.0,Qatar Grand Prix,2021,1,26.4,30.6,62.0,0,5.0
PER,Red Bull Racing,4.0,11.0,12.0,Qatar Grand Prix,2021,1,26.4,30.6,178.0,0,11.0
OCO,Alpine,5.0,9.0,10.0,Qatar Grand Prix,2021,1,26.4,30.6,50.0,0,9.0
STR,Aston Martin,6.0,12.0,8.0,Qatar Grand Prix,2021,1,26.4,30.6,26.0,0,12.0
SAI,Ferrari,7.0,5.0,6.0,Qatar Grand Prix,2021,1,26.4,30.6,138.5,0,7.0
LEC,Ferrari,8.0,13.0,4.0,Qatar Grand Prix,2021,1,26.4,30.6,148.0,0,13.0
NOR,McLaren,9.0,4.0,2.0,Qatar Grand Prix,2021,1,26.4,30.6,151.0,0,6.0
VET,Aston Martin,10.0,10.0,1.0,Qatar Grand Prix,2021,1,26.4,30.6,42.0,0,10.0
GAS,AlphaTauri,11.0,2.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,92.0,0,4.0
RIC,McLaren,12.0,14.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,104.0,0,14.0
TSU,AlphaTauri,13.0,8.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,20.0,0,8.0
RAI,Alfa Romeo Racing,14.0,16.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,10.0,0,16.0
GIO,Alfa Romeo Racing,15.0,18.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,1.0,0,18.0
MSC,Haas F1 Team,16.0,19.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,0.0,0,19.0
RUS,Williams,17.0,15.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,16.0,0,15.0
MAZ,Haas F1 Team,18.0,20.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,0.0,0,20.0
LAT,Williams,19.0,17.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,7.0,0,17.0
BOT,Mercedes,20.0,6.0,0.0,Qatar Grand Prix,2021,1,26.4,30.6,196.0,0,3.0
HAM,Mercedes,1.0,1.0,26.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,341.5,0,1.0
VER,Red Bull Racing,2.0,3.0,18.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,344.5,0,3.0
BOT,Mercedes,3.0,2.0,15.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,196.0,0,2.0
OCO,Alpine,4.0,9.0,12.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,60.0,0,9.0
RIC,McLaren,5.0,11.0,10.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,104.0,0,11.0
GAS,AlphaTauri,6.0,6.0,8.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,92.0,0,6.0
LEC,Ferrari,7.0,4.0,6.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,152.0,0,4.0
SAI,Ferrari,8.0,15.0,4.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,144.5,0,15.0
GIO,Alfa Romeo Racing,9.0,10.0,2.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,1.0,0,10.0
NOR,McLaren,10.0,7.0,1.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,153.0,0,7.0
STR,Aston Martin,11.0,18.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,34.0,0,18.0
LAT,Williams,12.0,16.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,7.0,0,16.0
ALO,Alpine,13.0,13.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,77.0,0,13.0
TSU,AlphaTauri,14.0,8.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,20.0,0,8.0
RAI,Alfa Romeo Racing,15.0,12.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,10.0,0,12.0
VET,Aston Martin,16.0,17.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,43.0,0,17.0
PER,Red Bull Racing,17.0,5.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,190.0,0,5.0
MAZ,Haas F1 Team,18.0,20.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,0.0,0,20.0
RUS,Williams,19.0,14.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,16.0,0,14.0
MSC,Haas F1 Team,20.0,19.0,0.0,Saudi Arabian Grand Prix,2021,0,28.8,31.7,0.0,0,19.0
VER,Red Bull Racing,1.0,1.0,26.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,362.5,0,1.0
HAM,Mercedes,2.0,2.0,18.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,367.5,0,2.0
SAI,Ferrari,3.0,5.0,15.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,148.5,0,5.0
TSU,AlphaTauri,4.0,8.0,12.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,20.0,0,8.0
GAS,AlphaTauri,5.0,12.0,10.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,100.0,0,12.0
BOT,Mercedes,6.0,6.0,8.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,211.0,0,6.0
NOR,McLaren,7.0,3.0,6.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,154.0,0,3.0
ALO,Alpine,8.0,11.0,4.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,77.0,0,11.0
OCO,Alpine,9.0,9.0,2.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,72.0,0,9.0
LEC,Ferrari,10.0,7.0,1.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,158.0,0,7.0
VET,Aston Martin,11.0,15.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,43.0,0,15.0
RIC,McLaren,12.0,10.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,114.0,0,10.0
STR,Aston Martin,13.0,13.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,34.0,0,13.0
MSC,Haas F1 Team,14.0,19.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,0.0,0,19.0
PER,Red Bull Racing,15.0,4.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,190.0,0,4.0
LAT,Williams,16.0,16.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,7.0,0,16.0
GIO,Alfa Romeo Racing,17.0,14.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,3.0,0,14.0
RUS,Williams,18.0,17.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,16.0,0,17.0
RAI,Alfa Romeo Racing,19.0,18.0,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,10.0,0,18.0
MAZ,Haas F1 Team,,,0.0,Abu Dhabi Grand Prix,2021,0,24.5,28.5,0.0,0,20.0
LEC,Ferrari,1.0,1.0,26.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,1.0
SAI,Ferrari,2.0,3.0,18.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,3.0
HAM,Mercedes,3.0,5.0,15.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,5.0
RUS,Mercedes,4.0,9.0,12.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,9.0
MAG,Haas F1 Team,5.0,7.0,10.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,7.0
BOT,Alfa Romeo,6.0,6.0,8.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,6.0
OCO,Alpine,7.0,11.0,6.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,11.0
TSU,AlphaTauri,8.0,16.0,4.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,16.0
ALO,Alpine,9.0,8.0,2.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,8.0
ZHO,Alfa Romeo,10.0,15.0,1.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,15.0
MSC,Haas F1 Team,11.0,12.0,0.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,12.0
STR,Aston Martin,12.0,19.0,0.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,19.0
ALB,Williams,13.0,14.0,0.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,14.0
RIC,McLaren,14.0,18.0,0.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,18.0
NOR,McLaren,15.0,13.0,0.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,13.0
LAT,Williams,16.0,20.0,0.0,Bahrain Grand Prix,2022,0,23.6,28.6,0.0,0,20.0
